Image,Features
13191_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03169_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00320_00_rendered.png,[0.         0.         0.         ... 0.10712147 0.30900097 0.        ]
11241_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12008_00_rendered.png,[0.        0.        0.        ... 0.        1.7240274 0.       ]
04232_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13398_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12201_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11048_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08527_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00129_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03360_00_rendered.png,[0.        0.        0.        ... 0.        0.6185553 0.       ]
03080_00_rendered.png,[0.       0.       0.       ... 0.       0.330626 0.      ]
10231_00_rendered.png,[0.       0.       0.       ... 0.       0.591604 0.      ]
13078_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02119_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02182_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09871_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07300_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04149_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11333_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00252_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06299_00_rendered.png,[0.         0.         0.         ... 0.         0.39327884 0.        ]
14251_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06179_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13303_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02262_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09425_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00386_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08788_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14065_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02056_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09611_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13137_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07134_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14385_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08468_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00066_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11107_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06036_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01164_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10005_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01284_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04006_00_rendered.png,[0.       0.       0.       ... 0.       0.529824 0.      ]
08713_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03154_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12035_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05992_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05626_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03959_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02774_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10808_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02494_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11991_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11625_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00744_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10893_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10727_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01646_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04890_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04724_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12717_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08031_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03676_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05909_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01826_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07759_00_rendered.png,[0.        0.        0.        ... 0.        0.1546067 0.       ]
04510_00_rendered.png,[0.         0.         0.         ... 0.         0.07692719 0.        ]
01792_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05489_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03442_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12523_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05769_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03816_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06520_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12977_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14608_00_rendered.png,[0.         0.         0.         ... 0.         0.40793848 0.        ]
01472_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07422_00_rendered.png,[0.        0.        0.        ... 0.3888967 0.        0.       ]
13875_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00570_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03739_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05846_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12658_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11411_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00924_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11845_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14573_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02540_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07876_00_rendered.png,[0.         0.         0.         ... 0.08146083 0.         0.        ]
01709_00_rendered.png,[0.        0.        0.        ... 0.        1.3229144 0.       ]
09307_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10668_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13421_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12805_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08097_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04782_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13628_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10461_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02749_00_rendered.png,[0.         0.         0.         ... 0.30111027 0.         0.        ]
10781_00_rendered.png,[0.         0.         0.         ... 0.         0.12508345 0.        ]
04462_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01954_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11618_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03530_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06806_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00779_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08377_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14401_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11937_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00856_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06729_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05560_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13553_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07904_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09275_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02432_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13907_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02866_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07550_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09195_00_rendered.png,[0.        0.        0.        ... 0.        0.6007507 0.       ]
05680_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11563_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05934_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00402_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13487_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06949_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00636_00_rendered.png,[0.         0.         0.         ... 0.12834227 0.         0.        ]
08238_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11757_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00982_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05754_00_rendered.png,[0.        0.        0.        ... 0.3373549 0.8811686 0.       ]
14635_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07484_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09041_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02606_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04979_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13767_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04656_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02929_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13848_00_rendered.png,[0.        0.        0.        ... 0.        0.8661592 0.       ]
06586_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03704_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12665_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12585_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00919_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06666_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11878_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01734_00_rendered.png,[0.       0.       0.       ... 0.       0.135324 0.      ]
10655_00_rendered.png,[0.        0.        0.        ... 0.8570851 0.434515  0.       ]
01880_00_rendered.png,[0.        0.        0.        ... 0.        1.2512031 0.       ]
02357_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09510_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13236_00_rendered.png,[0.        0.        0.        ... 3.2152264 0.        0.       ]
14364_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08489_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00087_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00367_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08769_00_rendered.png,[0.         0.         0.         ... 0.         0.15584588 0.        ]
14084_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09944_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06337_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08846_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08412_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03255_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12334_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01185_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12100_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11349_00_rendered.png,[0.        0.        0.        ... 0.        0.4655428 0.       ]
00228_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08626_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08992_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13099_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10130_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13379_00_rendered.png,[0.         0.         0.         ... 0.         0.10849321 0.        ]
02218_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06103_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03381_00_rendered.png,[0.         0.         0.         ... 0.18500972 0.         0.        ]
06198_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11032_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00153_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07001_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02283_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13002_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02163_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09724_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14150_00_rendered.png,[0.       0.       0.       ... 0.       1.425708 0.      ]
05031_00_rendered.png,[0.         0.         0.         ... 0.         0.53536415 0.        ]
06278_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10042_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12392_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05238_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14359_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06391_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03113_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08754_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12072_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09979_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01258_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09656_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13170_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10339_00_rendered.png,[0.         0.         0.         ... 0.20222998 0.24825382 0.        ]
05143_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03188_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12309_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13290_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07173_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05097_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11374_00_rendered.png,[0.        0.        0.        ... 0.767383  0.2294116 0.       ]
00215_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07347_00_rendered.png,[0.         0.         0.         ... 0.         0.35004377 0.        ]
09836_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13344_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09462_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02225_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11094_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14216_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05377_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12246_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03327_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08560_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10196_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04195_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10276_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01317_00_rendered.png,[0.        0.        0.        ... 1.5688645 1.216501  0.       ]
09719_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06245_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08934_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08680_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12603_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08125_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03762_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04984_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07799_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10987_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01752_00_rendered.png,[0.        0.        0.        ... 0.7833849 0.        0.       ]
14528_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05449_00_rendered.png,[0.         0.         0.         ... 0.05303538 0.         0.        ]
06600_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03482_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12578_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00650_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02580_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13701_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05886_00_rendered.png,[0.        0.        0.        ... 1.0919377 0.        0.       ]
14653_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05732_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02454_00_rendered.png,[0.         0.         0.         ... 0.         0.23636055 0.        ]
09213_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07962_00_rendered.png,[0.         0.         0.         ... 0.94365275 0.         0.        ]
13535_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05506_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00830_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11951_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14467_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00784_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00464_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05952_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11505_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02800_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13961_00_rendered.png,[0.         0.         0.         ... 0.         0.19543958 0.        ]
04850_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09168_00_rendered.png,[0.         0.         0.         ... 1.6856657  0.82419515 0.        ]
01566_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10407_00_rendered.png,[0.         0.         0.         ... 0.         0.34627104 0.        ]
06434_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12863_00_rendered.png,[0.        0.        0.        ... 0.        0.8060136 0.       ]
08311_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12437_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01932_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04404_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10853_00_rendered.png,[0.        0.        0.        ... 0.        2.7816894 0.       ]
01686_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09288_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05794_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11477_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05820_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08118_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13813_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02972_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07444_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13447_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09361_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07810_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02526_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06989_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11797_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14515_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11823_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05474_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12545_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03424_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06912_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10695_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04576_00_rendered.png,[0.         0.         0.         ... 0.65669477 1.433274   0.        ]
01840_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04696_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10575_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01414_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04922_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06546_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03870_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01620_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02469_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13508_00_rendered.png,[0.        0.        0.        ... 0.        1.3345051 0.       ]
12491_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06772_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06492_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03610_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08057_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00459_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11538_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12771_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04742_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02789_00_rendered.png,[0.        0.        0.        ... 0.        1.9942796 0.       ]
07590_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09155_00_rendered.png,[0.         0.         0.         ... 1.8140064  0.55677366 0.        ]
02712_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13673_00_rendered.png,[0.         0.         0.         ... 0.10494238 0.         0.        ]
06409_00_rendered.png,[0.         0.         0.         ... 0.28531992 0.         0.        ]
05640_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00722_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11643_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00896_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13593_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04439_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07670_00_rendered.png,[0.        0.        0.        ... 0.6801785 0.353714  0.       ]
04213_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01091_00_rendered.png,[0.         0.         0.         ... 0.         0.40542483 0.        ]
08506_00_rendered.png,[0.         0.         0.         ... 1.1053807  0.39577127 0.        ]
03341_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11069_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11389_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02138_00_rendered.png,[0.        0.        0.        ... 1.8361114 0.        0.       ]
01371_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10210_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13059_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09850_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07321_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04168_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11312_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05311_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06158_00_rendered.png,[0.         0.         0.         ... 0.48568618 0.         0.        ]
14270_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00193_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04288_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02243_00_rendered.png,[0.         0.         0.         ... 0.         0.04360378 0.        ]
09404_00_rendered.png,[0.         0.         0.         ... 0.         0.33323097 0.        ]
14044_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05125_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13116_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02077_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09630_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07115_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02397_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11126_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08449_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00047_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06017_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03295_00_rendered.png,[0.        0.        0.        ... 0.        0.7257426 0.       ]
10024_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04027_00_rendered.png,[0.         0.         0.         ... 0.         0.06589293 0.        ]
08732_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03175_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08886_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13384_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07067_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05057_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14136_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07387_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09742_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02105_00_rendered.png,[0.        0.        0.        ... 1.0916911 0.        0.       ]
13064_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04155_00_rendered.png,[0.        0.        0.        ... 1.7455388 0.6302581 0.       ]
06285_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03007_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08640_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12166_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12286_00_rendered.png,[0.        0.        0.        ... 0.        0.3899343 0.       ]
06165_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09439_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01037_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10156_00_rendered.png,[0.         0.         0.         ... 2.0687826  0.79292846 0.        ]
14079_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08820_00_rendered.png,[0.         0.         0.         ... 0.         0.06318986 0.        ]
06351_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05118_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08794_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04081_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01203_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10082_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04361_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07128_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12352_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03233_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08474_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14399_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11180_00_rendered.png,[0.         0.         0.         ... 0.42509282 0.         0.        ]
14302_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05263_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09576_00_rendered.png,[0.         0.         0.         ... 0.22085011 0.12802994 0.        ]
02331_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09922_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07253_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01298_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09696_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05183_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11260_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12029_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00301_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12790_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
